regime_threshold,rsi_crisis,rsi_normal,adx_min,vix_high,danger_ratio,switches,Final Value,Total Return,CAGR,MDD,Sharpe,Volatility
1.5,45,35,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,35,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,35,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,35,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,35,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,35,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,40,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,40,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,40,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
1.5,45,40,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,40,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,40,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
1.5,45,40,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,40,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,45,40,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
1.5,50,30,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,30,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,30,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,30,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,30,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,30,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,30,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,30,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,30,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,35,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,35,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,35,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,35,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,35,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,35,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,35,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,35,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,35,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,40,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,40,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,40,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
1.5,50,40,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,40,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,40,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
1.5,50,40,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,40,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
1.5,50,40,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,40,30,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,30,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,30,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,30,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,30,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,30,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,30,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,30,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,30,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,35,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,35,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,35,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,35,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,35,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,35,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,35,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,35,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,35,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,40,15,25,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,40,15,30,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,40,15,35,13.318452380952381,9,290459.09638847545,190.45909638847544,20.674540417249766,-22.083612110955826,1.349129039173999,15.754947751745824
2.0,40,40,20,25,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,40,20,30,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,40,20,35,12.648809523809524,11,291223.865523014,191.22386552301398,20.730477950506398,-21.88466485891891,1.3474903835052872,15.818241715226694
2.0,40,40,25,25,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,40,25,30,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,40,40,25,35,11.235119047619047,17,283547.8336650985,183.54783366509847,20.163449266126765,-23.649233428763957,1.3086022781917233,15.917383069329283
2.0,45,30,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,30,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,30,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,30,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,30,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,30,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,30,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,30,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,30,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,35,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,35,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,35,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,35,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,35,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,35,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,35,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,35,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,35,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,40,15,25,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,40,15,30,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,40,15,35,13.467261904761903,9,292497.54767916974,192.49754767916977,20.82337091752302,-21.622970208444084,1.3566175236149687,15.766068338417712
2.0,45,40,20,25,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,40,20,30,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,40,20,35,12.797619047619047,11,293274.35858466564,193.27435858466563,20.87986230572607,-21.64485691285001,1.3549803035828791,15.82932570275249
2.0,45,40,25,25,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,40,25,30,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,45,40,25,35,11.30952380952381,17,283053.1297533821,183.05312975338214,20.126473560874715,-23.649233428763957,1.3065714581887,15.916975733396047
2.0,50,30,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,30,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,30,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,30,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,30,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,30,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,30,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,30,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,30,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,35,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,35,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,35,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,35,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,35,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,35,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,35,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,35,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,35,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,40,15,25,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,40,15,30,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,40,15,35,13.690476190476192,9,285912.6522855131,185.9126522855131,20.339472413911874,-23.11811122835895,1.336580810234549,15.671486936403745
2.0,50,40,20,25,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,40,20,30,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,40,20,35,13.020833333333334,11,286650.5641491383,186.6505641491383,20.39415270314042,-22.925275086989277,1.3349134018946547,15.734850245227738
2.0,50,40,25,25,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,40,25,30,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
2.0,50,40,25,35,11.458333333333332,17,281329.76382805326,181.32976382805325,19.997246699431216,-23.649233428763957,1.3009480067461698,15.89494223075428
