,SPY,QQQ,GLD,KOSPI,CAGR,MDD,Sharpe
0,40,10,20,30,0.14761692986494213,-0.26208475192644,0.8813886233106059
1,45,10,15,30,0.14571105403872897,-0.2758700398821543,0.8277534306462256
2,45,10,20,25,0.14912015272995127,-0.2628426868406666,0.8765762849653923
3,50,10,10,30,0.14365435401391746,-0.2900076351170352,0.7730516381869021
4,50,10,15,25,0.14712894462023507,-0.2767052749168155,0.8206355897890536
5,50,10,20,20,0.1504513122853155,-0.26371472618104586,0.8628196666387035
6,55,10,5,30,0.14144760024402814,-0.30408740616979046,0.7188537084095905
7,55,10,10,25,0.14498698756048256,-0.2904297978521231,0.7645770729963682
8,55,10,15,20,0.1483748578906976,-0.2776522904751375,0.8060670450913714
9,55,10,20,15,0.15160981124099981,-0.2647004852289132,0.8417612296679032
10,60,10,5,25,0.14269508283522003,-0.3044509137791933,0.7097368037491129
11,60,10,10,20,0.14614776175873234,-0.29144849969471476,0.7499405470242521
12,60,10,15,15,0.14944823100612603,-0.2787106765372803,0.7855116067458859
13,60,10,20,10,0.1525951234858176,-0.2657995399391261,0.8152196757881612
14,65,10,5,20,0.14377085592907624,-0.3051015633815396,0.6955316616147598
15,65,10,10,15,0.14713614821761767,-0.2925762384988453,0.7303993050569948
16,65,10,15,10,0.15034857233274113,-0.27987998460444563,0.7605042545817627
17,65,10,20,5,0.15340679445253502,-0.26701142717389603,0.7849312583867236
18,70,10,5,15,0.14467442558039623,-0.30629544490707916,0.6772925890934804
19,70,10,10,10,0.14795168977096007,-0.2938125424554251,0.7072223086367724
20,70,10,15,5,0.15107546178982045,-0.2811597279426641,0.7324698773373638
21,75,10,5,10,0.1454053690667978,-0.307595552392417,0.6560557710459843
22,75,10,10,5,0.1485940007980049,-0.2951569023730022,0.6815660005799135
23,80,10,5,5,0.14596333518698068,-0.3090013553057832,0.6327549159134669
24,35,15,20,30,0.15015878284892525,-0.2558450972303612,0.914896159982985
25,40,15,15,30,0.14830063316993103,-0.2696686119336955,0.8613617095655274
26,40,15,20,25,0.15170460215909487,-0.25653454030088196,0.9115353668583595
27,45,15,10,30,0.14629113891950585,-0.28357258017124054,0.8060799369942964
28,45,15,15,25,0.14976092044406863,-0.27043746871561614,0.8552008998040934
29,45,15,20,20,0.15307804094216348,-0.25733920440159186,0.8984691925749598
30,50,15,5,30,0.14413105461374154,-0.29770439157765727,0.7508245555858968
31,50,15,10,25,0.14766595903261392,-0.28420403261039984,0.798169026495414
32,50,15,15,20,0.15104890233262536,-0.27131922286408605,0.8409173745433234
33,50,15,20,15,0.1542784860138029,-0.2582587275068655,0.8773856159526436
34,55,15,5,25,0.14542050337069323,-0.2980004935443483,0.7419778411151313
35,55,15,10,20,0.14886858095061184,-0.28515955371500956,0.7835258496309169
36,55,15,15,15,0.15216400016535658,-0.2723134863239449,0.820047193604311
37,55,15,20,10,0.15530539548295286,-0.2592927078463768,0.8502213876087793
38,60,15,5,20,0.1465378931008141,-0.298858341180815,0.7275711811497042
39,60,15,10,15,0.14989846052902456,-0.28622524943305894,0.7634882413330211
40,60,15,15,10,0.1531057066025603,-0.27341983214205257,0.7942436842776037
41,60,15,20,5,0.1561582991267625,-0.26044070413003584,0.8188632255443612
42,65,15,5,15,0.14748271418302838,-0.2999922251305265,0.7087368057381525
43,65,15,10,10,0.15075512497442856,-0.2874006687826465,0.7394330708249651
44,65,15,15,5,0.15387358598770295,-0.2746377947024733,0.7650649389949018
45,70,15,5,10,0.14825452835108166,-0.3012334910099823,0.6866039426984909
46,70,15,10,5,0.15143817317475694,-0.2886853229716583,0.7126292696366164
47,75,15,5,5,0.14885296900150058,-0.3025816279791387,0.662198576668764
48,30,20,20,30,0.1526068357384105,-0.24964558899556488,0.9430127531302953
49,35,20,15,30,0.15079679654404443,-0.26350545500489586,0.8905190690073385
50,35,20,20,25,0.15419530378218482,-0.25026537411066707,0.9415229563798048
51,40,20,10,30,0.14883490553287881,-0.2772340676565156,0.8354956494468779
52,40,20,15,25,0.15229954076165653,-0.2642067776053084,0.8857162507770304
53,40,20,20,20,0.155611088278367,-0.2510014859549681,0.9296650098354273
54,45,20,5,30,0.14672190113171069,-0.29135120193958886,0.7798956336084604
55,45,20,10,25,0.1502519803694764,-0.27801355868788324,0.828506004569169
56,45,20,15,20,0.15362966566104386,-0.2650221040437064,0.8721716297270441
57,45,20,20,15,0.1568535601301142,-0.2518535855982036,0.9091110332058304
58,50,20,5,25,0.14805339205797008,-0.2916837330608869,0.7716237711599195
59,50,20,10,20,0.15149653224783566,-0.27890474381545705,0.8142372547137926
60,50,20,15,15,0.15478657672409368,-0.26595106862873696,0.8514491001283233
61,50,20,20,10,0.15792216164216089,-0.25282129395108544,0.8818664832667806
62,55,20,5,20,0.14921248845019264,-0.292647483926871,0.7573264044786564
63,55,20,10,15,0.1525680012450472,-0.2799072317550103,0.7940775741137216
64,55,20,15,10,0.15576975087746203,-0.26699326635574216,0.8252878622308956
65,55,20,20,5,0.1588164069055884,-0.2539041919811835,0.8499367075511373
66,60,20,5,15,0.150198664983064,-0.29372021750487565,0.7381939501413373
67,60,20,10,10,0.1534658989093729,-0.28102059275111924,0.7694913770611012
68,60,20,15,5,0.15657873685500445,-0.26814825313317725,0.7953601835569738
69,65,20,5,10,0.151011467812054,-0.2949014804324114,0.7154363805974309
70,65,20,10,5,0.15418980860029996,-0.28224435881363097,0.7418493041502279
71,70,20,5,5,0.15165051489109316,-0.29619078195992354,0.6901661822706615
72,25,25,20,30,0.15496042756273432,-0.24348772728028067,0.964960693932772
73,30,25,15,30,0.15319887514810815,-0.2573820483624948,0.9144539977111578
74,30,25,20,25,0.15659158902936499,-0.24403669298626784,0.9657000664479536
75,35,25,10,30,0.15128497693415266,-0.27114693135100365,0.8605788157057764
76,35,25,15,25,0.15474412902345724,-0.2580146851106989,0.9113858739899082
77,35,25,20,20,0.1580497782157142,-0.24470307985226103,0.9555565868338128
78,40,25,5,30,0.14921945510932844,-0.2850293131299446,0.8054227343972895
79,40,25,10,25,0.1527443671792279,-0.2718598383284846,0.8548686919020926
80,40,25,15,20,0.1561164638827368,-0.2587624214386315,0.8990495340634587
81,40,25,20,15,0.15933435009717023,-0.2454865724444062,0.9361188222918667
82,45,25,5,25,0.15059305680306223,-0.28557010276739314,0.7980454086273353
83,45,25,10,20,0.1540309238815205,-0.2726855357557778,0.8413854739386405
84,45,25,15,15,0.1573152693412716,-0.2596249144167321,0.8789837299220425
85,45,25,20,10,0.1604447311528432,-0.2463868147595316,0.909398917768577
86,50,25,5,20,0.1517939425747552,-0.28647043564961894,0.784203754573058
87,50,25,10,15,0.15514407131759245,-0.27362365438595704,0.8215291291873916
88,50,25,15,10,0.15834000656725378,-0.26060178139063217,0.8529696860572581
89,50,25,20,5,0.16138041976019046,-0.24740341043180536,0.8774751597591723
90,55,25,5,15,0.15282157136937768,-0.2874808688535917,0.7651197037154063
91,55,25,10,10,0.15608330534917703,-0.2746737860884707,0.7968221785247397
92,55,25,15,5,0.15919020865398736,-0.2616926001986465,0.8227640854273798
93,60,25,5,10,0.15367547373256318,-0.28860096992683126,0.7420649149223232
94,60,25,10,5,0.15684819377303283,-0.2758354840769923,0.7687183965014781
95,65,25,5,5,0.15435525213802204,-0.2898302686083962,0.7162271528849404
96,20,30,20,30,0.1572189151403558,-0.23737301244175413,0.9802560613613034
97,25,30,15,30,0.15550621763369543,-0.25129987188754677,0.9326064538036734
98,25,30,20,25,0.15889280706843323,-0.23785000226953312,0.9834809649338176
99,30,30,10,30,0.1536406937407513,-0.265099149422967,0.8807528862785965
100,30,30,15,25,0.1570940262912499,-0.25186267569174847,0.9315882413397448
101,30,30,20,20,0.16039345235929958,-0.23844549605645338,0.9754974930413967
102,35,30,5,30,0.1516230492654751,-0.2787686679039497,0.8268536776276805
103,35,30,10,25,0.15514245255237413,-0.26574433500989925,0.8766508191816931
104,35,30,15,20,0.1585086305597203,-0.2525416637291077,0.9209055620493635
105,35,30,20,15,0.16172019004830318,-0.2391592022647464,0.9577453152943398
106,40,30,5,25,0.15303882286279036,-0.27949286456691347,0.8206827236184582
107,40,30,10,20,0.15647108150734024,-0.2665033968441226,0.8643649519310402
108,40,30,15,15,0.15974940417213945,-0.25333651622860476,0.9020159545333977
109,40,30,20,10,0.16287243077045677,-0.23999078838119214,0.9321745540934687
110,45,30,5,20,0.1542815733633769,-0.28032864220948894,0.8076582540301681
111,45,30,10,15,0.15762598906251535,-0.2673759881096758,0.845263222313548
112,45,30,15,10,0.16081579251632627,-0.25424687328685414,0.876690492980827
113,45,30,20,5,0.16384965716493327,-0.2409398811143848,0.9008795294164874
114,50,30,5,15,0.15535074395990978,-0.28127562813888163,0.7890015650785723
115,50,30,10,10,0.15860665536779806,-0.26836172269829817,0.8208890108981957
116,50,30,15,5,0.16170731301696195,-0.25527233507651903,0.8467305885814911
117,55,30,5,10,0.1562458495594885,-0.2823334112066158,0.766020523206372
118,55,30,10,5,0.1594126326257581,-0.2694601754284911,0.792752782641961
119,60,30,5,5,0.15696647712080325,-0.2835015420377528,0.7399611036680088
120,15,35,20,30,0.1593816733170983,-0.23130294477812485,0.9887582397787089
121,20,35,15,30,0.15771819055724623,-0.24526040572439567,0.9446850937551169
122,20,35,20,25,0.16109832504516186,-0.2317068075710097,0.9945957000388025
123,25,35,10,30,0.1559014143497759,-0.2590921817406219,0.8956398303874324
124,25,35,15,25,0.1593485914805195,-0.24575223439380633,0.9459388901207665
125,25,35,20,20,0.16264147023990194,-0.23223024512681145,0.9891132648222662
126,30,35,5,30,0.15393203397086408,-0.27279602999237107,0.8437761038857615
127,30,35,10,25,0.15744558730618685,-0.2596685131009199,0.8934149888893007
128,30,35,15,20,0.16080551705367285,-0.24636132050257098,0.9372912385958114
129,30,35,20,15,0.16401043198734722,-0.23287299020205254,0.973547820701655
130,35,35,5,25,0.15539003309117483,-0.27345346205435406,0.8390907994018076
131,35,35,10,20,0.15881634845195935,-0.26035979559576106,0.8827062253321224
132,35,35,15,15,0.16208832511468851,-0.24708736783361784,0.9200661422324247
133,35,35,20,10,0.16520460506290258,-0.2336347341759515,0.9497202606993805
134,40,35,5,20,0.15667471624464469,-0.2742235509631752,0.8272350923166233
135,40,35,10,15,0.16001309040804146,-0.2611657052326115,0.8648048160461089
136,40,35,15,10,0.16319644525204424,-0.24793003963403548,0.8959691412702205
137,40,35,20,5,0.16622345634572144,-0.23451512723814383,0.9196780723657426
138,45,35,5,15,0.15778551085200143,-0.27510594612892403,0.8093946320472971
139,45,35,10,10,0.1610352775900945,-0.26208587832183994,0.8412327712655411
140,45,35,15,5,0.16412937919664006,-0.248888958814236,0.8667994480935239
141,50,35,5,10,0.15872191615599562,-0.27610025810017724,0.7868829726164182
142,50,35,10,5,0.16188244657792938,-0.26311991168682647,0.813524070281937
143,55,35,5,5,0.1594835035683424,-0.2772060587845593,0.7609817112632817
144,10,40,20,30,0.16144809519940329,-0.22527902416823997,0.9906700258927372
145,15,40,15,30,0.15983417861547045,-0.23926512992756077,0.9506896151033606
146,15,40,20,25,0.16320752831868668,-0.22560861441091495,0.9991091388357114
147,20,40,10,30,0.15806651517550807,-0.25312748840077814,0.905093093814351
148,20,40,15,25,0.1615072015979595,-0.23968484649569943,0.9543248307546613
149,20,40,20,20,0.1647932095514557,-0.2260588378610906,0.9963348387502704
150,25,40,5,30,0.15614577748760472,-0.2668637908985052,0.8559525716663845
151,25,40,10,25,0.15965314022428112,-0.2536338375165842,0.9049318053984747
152,25,40,15,20,0.16300649276549506,-0.24022288190300767,0.9479965395007283
153,25,40,20,15,0.1662044460281571,-0.2266294519662153,0.9833458956621736
154,30,40,5,25,0.15764604818103534,-0.2674533396727612,0.8529770484877646
155,30,40,10,20,0.16106608595464,-0.2542562013895503,0.8961169706377109
156,30,40,15,15,0.1643313940512492,-0.24087896388034113,0.93285326120802
157,30,40,20,10,0.16744061665206345,-0.22732017239899482,0.961776797927868
158,35,40,5,20,0.15897272443047084,-0.2681566104271359,0.842605920620118
159,35,40,10,15,0.16230472913837146,-0.25499427924173923,0.8798228466921277
160,35,40,15,10,0.16548131922834708,-0.24165277922344097,0.9104826885214452
161,35,40,20,5,0.16850117252352126,-0.22813067323540648,0.9335663977756791
162,40,40,5,15,0.16012521786798506,-0.26897327506281066,0.8259547465861701
163,40,40,10,10,0.16336851843742672,-0.25584773019730933,0.8575069262872228
164,40,40,15,5,0.1664557543116567,-0.242543973982694,0.8826320385604539
165,45,40,5,10,0.16110301204907662,-0.26990296621741194,0.8043095882540315
166,45,40,10,5,0.16425697478317525,-0.25681617348352237,0.8306892136041025
167,50,40,5,5,0.1619056628093929,-0.27094527747677044,0.7789607449544964
168,5,45,20,30,0.16341759238254916,-0.2209229132014423,0.9864906374713477
169,10,45,15,30,0.1618535848757514,-0.2333155241065874,0.9508943256933691
170,10,45,20,25,0.16521982069184582,-0.21955692785802716,0.9973935856130385
171,15,45,10,30,0.16013539088194162,-0.24720652938067778,0.9092020301120753
172,15,45,15,25,0.16356925197398264,-0.23366199715572533,0.9569036628702594
173,15,45,20,20,0.16684806638348992,-0.2199327849355982,0.9973908364929847
174,20,45,5,30,0.15826366620383525,-0.2609733908372711,0.8633365113229475
175,20,45,10,25,0.16176449829123607,-0.24764177337120186,0.9111947354294687
176,20,45,15,20,0.16511094536990822,-0.23412783827817496,0.9530620880135058
177,20,45,20,15,0.16830162062912946,-0.22043010347550596,0.9872294897586971
178,25,45,5,25,0.15980624690069467,-0.26149394237332224,0.8622230985194792
179,25,45,10,20,0.16321967340393462,-0.24819408412223454,0.9045041287441968
180,25,45,15,15,0.16647799108513195,-0.23471279954516044,0.9403158110971765
181,25,45,20,10,0.16957984645036817,-0.22104862384345136,0.9683171725748975
182,30,45,5,20,0.1611749691548381,-0.2621292699389076,0.8535938454439042
183,30,45,10,15,0.16450027713240578,-0.2488631844601995,0.8901559273931193
184,30,45,15,10,0.16766978706439617,-0.23541659169785423,0.9200914617193344
185,30,45,20,5,0.17068217915292738,-0.22178804440564082,0.9424305807821465
186,35,45,5,15,0.16236922879594196,-0.2628790683132367,0.8384639394950398
187,35,45,10,10,0.1656057423683679,-0.2496487567169392,0.8695035964021922
188,35,45,15,5,0.16868580358722673,-0.23623888432756746,0.8940368706045249
189,40,45,5,10,0.1633884936722716,-0.26374299261384837,0.8180591664080714
190,40,45,10,5,0.16653557437198652,-0.25055044292145645,0.8440147755991317
191,45,45,5,5,0.16423230401720712,-0.2647206584994002,0.7936492828768921
192,0,50,20,30,0.16528959517368813,-0.2167095504781601,0.9769358662311547
193,5,50,15,30,0.16377583100141013,-0.22741306706893516,0.9457988117606607
194,5,50,20,25,0.16713462463638162,-0.2136333333653082,0.9900641397909973
195,10,50,10,30,0.16210745461026077,-0.2413307641878475,0.9082681362180764
196,10,50,15,25,0.16553415649013492,-0.2276851710556197,0.9540692537714974
197,10,50,20,20,0.16880545544847236,-0.2138535965431908,0.9927625036897789
198,15,50,5,30,0.16028510486332914,-0.2551262698752491,0.8660665860217606
199,15,50,10,25,0.16377906692218924,-0.24169378562933896,0.91240852619087
200,15,50,15,20,0.16711828104497073,-0.22807767982471605,0.9527606614633365
201,15,50,20,15,0.17030136282262975,-0.21427646049575788,0.9855335190878046
202,20,50,5,25,0.1618700263256838,-0.2555767152733083,0.8668876699058267
203,20,50,10,20,0.16527650856935883,-0.24217491386062273,0.9079733212617696
204,20,50,15,15,0.16852751477222805,-0.22859037017863137,0.9426070363983364
205,20,50,20,10,0.17162169389228632,-0.21482160948084117,0.969537494560636
206,25,50,5,20,0.16328083990756737,-0.2561429793162894,0.8601829435195572
207,25,50,10,15,0.1665991245974643,-0.24277389570075847,0.8958200233776675
208,25,50,15,10,0.16976123977822688,-0.22922297719924334,0.9248441949932023
209,25,50,20,5,0.17276586815569783,-0.2154887665572518,0.9463494115100406
210,30,50,5,15,0.1645169256254948,-0.25682478004700793,0.8468441197521618
211,30,50,10,10,0.16774633211444767,-0.2434904370818003,0.8771662656692625
212,30,50,15,5,0.17081891059080734,-0.22997519441835956,0.9009806291553132
213,35,50,5,10,0.1655777356034711,-0.2576217954525415,0.8280074888410884
214,35,50,10,5,0.1687176206894363,-0.2443242032311076,0.8533918185249852
215,40,50,5,5,0.16646279444931,-0.2585336636578881,0.8048932376653275
216,0,55,15,30,0.16560035747177748,-0.22157333415782676,0.9360586357215434
217,0,55,20,25,0.16895138151290645,-0.210653263368476,0.977893847416959
218,5,55,10,30,0.16398213820112906,-0.2355016515080165,0.9027597221955471
219,5,55,15,25,0.16740134780132343,-0.2217558520425401,0.9463934839555587
220,5,55,20,20,0.170664810303913,-0.20782278202925664,0.9831136871117343
221,10,55,5,30,0.16220951678999262,-0.24932386758547864,0.8644416620100704
222,10,55,10,25,0.16569627018726862,-0.2357913387547984,0.908954955016916
223,10,55,15,20,0.16902792469643546,-0.2220738962312473,0.9475536081802826
224,10,55,20,15,0.17220309843923132,-0.20817003827747482,0.9787862469079943
225,15,55,5,25,0.16383680206535423,-0.24970310331198786,0.8671907397859274
226,15,55,10,20,0.16723600782793335,-0.236200160491718,0.9068067179488793
227,15,55,15,15,0.17047938234745663,-0.22251317094973766,0.9400666167297075
228,15,55,20,10,0.17356557716065146,-0.20864065009938493,0.9658235579192808
229,20,55,5,20,0.16528974466301483,-0.25019918851444944,0.8625111549378023
230,20,55,10,15,0.16860068029791409,-0.23672788791715638,0.8969973673893253
231,20,55,15,10,0.17175508701526132,-0.22307343601426532,0.9249630641435783
232,20,55,20,5,0.17475165014912464,-0.2092343656471678,0.9455762245194809
233,25,55,5,15,0.1665677087785633,-0.2508118648834119,0.8511570448308171
234,25,55,10,10,0.1697896889108199,-0.2373742509544382,0.8805873355509184
235,25,55,15,5,0.17285447746263305,-0.2237544092952366,0.9035832778328569
236,30,55,5,10,0.16767013079767645,-0.2515408336637869,0.8341522037953323
237,30,55,10,5,0.1708025075278623,-0.23813893842456024,0.8588392819392169
238,35,55,5,5,0.1685965196822452,-0.2523857558392205,0.8126410616650617
239,0,60,10,30,0.1657588924117217,-0.22994089235524817,0.8932553415723031
240,0,60,15,25,0.16917027755273462,-0.2239468082221311,0.9345574365456611
241,0,60,20,20,0.17242558356915882,-0.21796758120064808,0.9692118775415625
242,5,60,5,30,0.16403634410713308,-0.24356762270036458,0.8588823061736222
243,5,60,10,25,0.16751555103078308,-0.22993589635766343,0.9013440617768241
244,5,60,15,20,0.1708393201768248,-0.2186620030037647,0.9380325542251164
245,5,60,20,15,0.1740062723266449,-0.21387952337592797,0.9676436587400816
246,10,60,5,25,0.16570600848428385,-0.243874550904581,0.8634829961285966
247,10,60,10,20,0.16909760638550586,-0.23027129337084684,0.901424861345749
248,10,60,15,15,0.17233302994597,-0.21648269648811036,0.9331757753999546
249,10,60,20,10,0.17541093340770542,-0.2109921238182615,0.9577011824115483
250,15,60,5,20,0.16720111010358285,-0.244299347281011,0.8608486772839493
251,15,60,10,15,0.17050437177858524,-0.2307266358533936,0.894009641721399
252,15,60,15,10,0.17365075727160062,-0.21696946821767948,0.9208124900937708
253,15,60,20,5,0.17663895466917134,-0.20869318000369097,0.9405048102988737
254,20,60,5,15,0.16852099733495307,-0.2448417775505083,0.8515911903939654
255,20,60,10,10,0.17173523272174918,-0.23130167810940006,0.8799916461616675
256,20,60,15,5,0.17479192514107744,-0.21757803411370513,0.9020988391415693
257,25,60,5,10,0.16966509081465242,-0.24550156660268752,0.8366067018482926
258,25,60,10,5,0.17278964735439373,-0.23199613294734456,0.8604957576303294
259,30,60,5,5,0.1706328838412372,-0.246278398670851,0.816942744277647
260,0,65,5,30,0.16576504795140523,-0.24300089268488279,0.8498864275482859
261,0,65,10,25,0.16923637148506887,-0.23708492836316541,0.8901605728384478
262,0,65,15,20,0.17255193049914297,-0.2311832772649558,0.9248579534091877
263,0,65,20,15,0.17571034856326606,-0.2259921816807916,0.9528226334240628
264,5,65,5,25,0.16747709891839024,-0.2380925015943175,0.8562068813052157
265,5,65,10,20,0.17086075849274684,-0.2316370431703466,0.8923403451119953
266,5,65,15,15,0.17408791281900204,-0.22691028333943042,0.9225050326194377
267,5,65,20,10,0.17715721897077819,-0.22311415699220427,0.9457803512684542
268,10,65,5,20,0.16901438183797413,-0.23844490480918035,0.8555664622356896
269,10,65,10,15,0.17230964558289097,-0.2283569328597579,0.8872811080236876
270,10,65,15,10,0.17544769811199123,-0.2238430512657985,0.9128582373976588
271,10,65,20,5,0.17842723038824904,-0.2207890370071932,0.9316263885223004
272,15,65,5,15,0.1703762292526989,-0.23891597253940378,0.8484384327722583
273,15,65,10,10,0.17358240246082723,-0.22527419808169435,0.8757095409231426
274,15,65,15,5,0.17663069358269645,-0.22156495770891693,0.8968859206159948
275,20,65,5,10,0.1715620460413303,-0.23950545370465104,0.8355845058125649
276,20,65,10,5,0.17467847153321991,-0.2258972713281463,0.858601565420806
277,25,65,5,5,0.17257130982464286,-0.24021305617749156,0.8179406359506223
278,0,70,5,25,0.16914954588564712,-0.2500680459586542,0.8458559320218612
279,0,70,10,20,0.17252493765573007,-0.2442435436023117,0.8801112629666176
280,0,70,15,15,0.17574350554427687,-0.23905623746941074,0.9086633745080658
281,0,70,20,10,0.17880390958249337,-0.23563702533364284,0.9307022659343218
282,5,70,5,20,0.17072902461404782,-0.24448802302362937,0.847100474165971
283,5,70,10,15,0.1740159674655548,-0.23979334372595074,0.8772982668504455
284,5,70,15,10,0.17714537638236783,-0.23582963236138088,0.9016239941603325
285,5,70,20,5,0.18011594532755137,-0.23280790209599356,0.9194850136493508
286,10,70,5,15,0.17213286158306018,-0.24122235080899057,0.8420648389735086
287,10,70,10,10,0.17533065620580346,-0.2365822455740535,0.8681443889503669
288,10,70,15,5,0.17837024197687956,-0.23352616681784433,0.8883732684239195
289,15,70,5,10,0.17336044590889732,-0.23806176590337425,0.8313770974885077
290,15,70,10,5,0.17646843054251438,-0.23429488140406352,0.8534744310336125
291,20,70,5,5,0.17441123952308968,-0.2351139003811209,0.8158538622306922
292,0,75,5,20,0.17234452252622723,-0.2571488217623692,0.8359169709048553
293,0,75,10,15,0.1756228225998273,-0.25197816774909043,0.8645718600900061
294,0,75,15,10,0.17874327841687743,-0.24838986087888704,0.8876515045457425
295,0,75,20,5,0.18170458706384252,-0.24523956065134267,0.9046374186924342
296,5,75,5,15,0.17379037068006942,-0.25257036872505667,0.8328800899636528
297,5,75,10,10,0.176979471407952,-0.24840345307260892,0.8577395160252748
298,5,75,15,5,0.18001004895500206,-0.245409894577449,0.8770254713922548
299,10,75,5,10,0.17505975910445648,-0.24951424342194972,0.8243287131433994
300,10,75,10,5,0.17815899418590186,-0.2461217127186064,0.845482577971611
301,15,75,5,5,0.1761521340332317,-0.24689387010908126,0.8109588399313916
302,0,80,5,15,0.17534825240451313,-0.26499753156271255,0.8213093203002685
303,0,80,10,10,0.17852834509586502,-0.2609953681724907,0.8449485007694767
304,0,80,15,5,0.1815496127939782,-0.2578767278315339,0.8633127574853352
305,5,80,5,10,0.1766594737771594,-0.2613638616458652,0.8148114412301577
306,5,80,10,5,0.17974965179838698,-0.2578706038741634,0.8350187041364547
307,10,80,5,5,0.1777934738659841,-0.25866712394764957,0.8035685670611438
